station_code,name,address,suburb,postcode,brand,fuel_code,price,date
5,Shell Reddy Express Bulli,"279-287 Princes Highway, Bulli NSW 2516",Bulli,2516,Reddy Express,DL,189.9,2026-06-09
5,Shell Reddy Express Bulli,"279-287 Princes Highway, Bulli NSW 2516",Bulli,2516,Reddy Express,E10,155.9,2026-06-09
5,Shell Reddy Express Bulli,"279-287 Princes Highway, Bulli NSW 2516",Bulli,2516,Reddy Express,P95,172.9,2026-06-09
5,Shell Reddy Express Bulli,"279-287 Princes Highway, Bulli NSW 2516",Bulli,2516,Reddy Express,P98,180.9,2026-06-09
5,Shell Reddy Express Bulli,"279-287 Princes Highway, Bulli NSW 2516",Bulli,2516,Reddy Express,PDL,192.9,2026-06-09
5,Shell Reddy Express Bulli,"279-287 Princes Highway, Bulli NSW 2516",Bulli,2516,Reddy Express,U91,157.9,2026-06-09
6,Shell Reddy Express Mudgee,"47 Church St (Cnr Mortimer St), Mudgee NSW 2850",Mudgee,2850,Reddy Express,DL,205.9,2026-06-09
6,Shell Reddy Express Mudgee,"47 Church St (Cnr Mortimer St), Mudgee NSW 2850",Mudgee,2850,Reddy Express,U91,169.9,2026-06-09
7,Shell Reddy Express Tamworth West,"147-149 Bridge St, Tamworth West NSW 2340",Tamworth West,2340,Reddy Express,DL,207.9,2026-06-09
7,Shell Reddy Express Tamworth West,"147-149 Bridge St, Tamworth West NSW 2340",Tamworth West,2340,Reddy Express,E10,167.9,2026-06-09
7,Shell Reddy Express Tamworth West,"147-149 Bridge St, Tamworth West NSW 2340",Tamworth West,2340,Reddy Express,P95,187.4,2026-06-09
7,Shell Reddy Express Tamworth West,"147-149 Bridge St, Tamworth West NSW 2340",Tamworth West,2340,Reddy Express,P98,196.9,2026-06-09
7,Shell Reddy Express Tamworth West,"147-149 Bridge St, Tamworth West NSW 2340",Tamworth West,2340,Reddy Express,U91,169.9,2026-06-09
10,Shell Reddy Express Port Macquarie,"Cnr Gordon & Hollingsworth Sts, PORT MACQUARIE NSW 2444",Port Macquarie,2444,Reddy Express,DL,207.9,2026-06-09
10,Shell Reddy Express Port Macquarie,"Cnr Gordon & Hollingsworth Sts, PORT MACQUARIE NSW 2444",Port Macquarie,2444,Reddy Express,E10,165.9,2026-06-09
10,Shell Reddy Express Port Macquarie,"Cnr Gordon & Hollingsworth Sts, PORT MACQUARIE NSW 2444",Port Macquarie,2444,Reddy Express,P95,185.4,2026-06-09
10,Shell Reddy Express Port Macquarie,"Cnr Gordon & Hollingsworth Sts, PORT MACQUARIE NSW 2444",Port Macquarie,2444,Reddy Express,P98,194.9,2026-06-09
10,Shell Reddy Express Port Macquarie,"Cnr Gordon & Hollingsworth Sts, PORT MACQUARIE NSW 2444",Port Macquarie,2444,Reddy Express,U91,167.9,2026-06-09
12,Shell Reddy Express Lansvale,"65-99 Hume Highway, Canley Vale NSW 2166",Canley Vale,2166,Reddy Express,DL,198.9,2026-06-09
12,Shell Reddy Express Lansvale,"65-99 Hume Highway, Canley Vale NSW 2166",Canley Vale,2166,Reddy Express,E10,163.9,2026-06-09
12,Shell Reddy Express Lansvale,"65-99 Hume Highway, Canley Vale NSW 2166",Canley Vale,2166,Reddy Express,P98,190.9,2026-06-09
13,Shell Reddy Express Wyalong,"Mid Western Hwy & Nicholson Lane, Wyalong NSW 2671",Wyalong,2671,Reddy Express,DL,202.9,2026-06-09
13,Shell Reddy Express Wyalong,"Mid Western Hwy & Nicholson Lane, Wyalong NSW 2671",Wyalong,2671,Reddy Express,E10,167.9,2026-06-09
13,Shell Reddy Express Wyalong,"Mid Western Hwy & Nicholson Lane, Wyalong NSW 2671",Wyalong,2671,Reddy Express,P98,196.9,2026-06-09
13,Shell Reddy Express Wyalong,"Mid Western Hwy & Nicholson Lane, Wyalong NSW 2671",Wyalong,2671,Reddy Express,U91,169.9,2026-06-09
14,Shell Reddy Express  Taren Point,"99 Parraweena Rd (Cnr Taren Point Rd), Miranda NSW 2228",Miranda,2228,Reddy Express,DL,203.9,2026-06-09
14,Shell Reddy Express  Taren Point,"99 Parraweena Rd (Cnr Taren Point Rd), Miranda NSW 2228",Miranda,2228,Reddy Express,E10,163.9,2026-06-09
14,Shell Reddy Express  Taren Point,"99 Parraweena Rd (Cnr Taren Point Rd), Miranda NSW 2228",Miranda,2228,Reddy Express,P95,183.4,2026-06-09
14,Shell Reddy Express  Taren Point,"99 Parraweena Rd (Cnr Taren Point Rd), Miranda NSW 2228",Miranda,2228,Reddy Express,P98,192.9,2026-06-09
14,Shell Reddy Express  Taren Point,"99 Parraweena Rd (Cnr Taren Point Rd), Miranda NSW 2228",Miranda,2228,Reddy Express,PDL,207.9,2026-06-09
14,Shell Reddy Express  Taren Point,"99 Parraweena Rd (Cnr Taren Point Rd), Miranda NSW 2228",Miranda,2228,Reddy Express,U91,165.9,2026-06-09
15,BP Cronulla,"Cnr Wilbur & Kingsway Streets, Cronulla NSW 2230",Cronulla,2230,BP,P95,183.9,2026-06-09
15,BP Cronulla,"Cnr Wilbur & Kingsway Streets, Cronulla NSW 2230",Cronulla,2230,BP,P98,192.9,2026-06-09
15,BP Cronulla,"Cnr Wilbur & Kingsway Streets, Cronulla NSW 2230",Cronulla,2230,BP,PDL,209.9,2026-06-09
15,BP Cronulla,"Cnr Wilbur & Kingsway Streets, Cronulla NSW 2230",Cronulla,2230,BP,U91,167.9,2026-06-09
16,BP Eagle Vale,"Cnr Eagle Vale Dve & Gould Rd, Eagle Vale NSW 2558",Eagle Vale,2558,BP,E10,163.9,2026-06-09
16,BP Eagle Vale,"Cnr Eagle Vale Dve & Gould Rd, Eagle Vale NSW 2558",Eagle Vale,2558,BP,P98,192.9,2026-06-09
16,BP Eagle Vale,"Cnr Eagle Vale Dve & Gould Rd, Eagle Vale NSW 2558",Eagle Vale,2558,BP,PDL,212.9,2026-06-09
16,BP Eagle Vale,"Cnr Eagle Vale Dve & Gould Rd, Eagle Vale NSW 2558",Eagle Vale,2558,BP,U91,165.9,2026-06-09
17,BP Glendenning,"646 Richmond Rd, Glendenning NSW 2761",Glendenning,2761,BP,P95,183.9,2026-06-09
17,BP Glendenning,"646 Richmond Rd, Glendenning NSW 2761",Glendenning,2761,BP,P98,192.9,2026-06-09
17,BP Glendenning,"646 Richmond Rd, Glendenning NSW 2761",Glendenning,2761,BP,PDL,213.9,2026-06-09
17,BP Glendenning,"646 Richmond Rd, Glendenning NSW 2761",Glendenning,2761,BP,U91,167.9,2026-06-09
18,Shell Reddy Express St Clair,"247 Banks Drive (Cnr Mamre Rd), St Clair NSW 2759",St Clair,2759,Reddy Express,DL,202.9,2026-06-09
18,Shell Reddy Express St Clair,"247 Banks Drive (Cnr Mamre Rd), St Clair NSW 2759",St Clair,2759,Reddy Express,P95,183.4,2026-06-09
18,Shell Reddy Express St Clair,"247 Banks Drive (Cnr Mamre Rd), St Clair NSW 2759",St Clair,2759,Reddy Express,P98,192.9,2026-06-09
18,Shell Reddy Express St Clair,"247 Banks Drive (Cnr Mamre Rd), St Clair NSW 2759",St Clair,2759,Reddy Express,U91,165.9,2026-06-09
19,Shell Reddy  Express Singleton (Nsw),"69-73 George St, Singleton NSW 2330",Singleton,2330,Reddy Express,DL,202.9,2026-06-09
19,Shell Reddy  Express Singleton (Nsw),"69-73 George St, Singleton NSW 2330",Singleton,2330,Reddy Express,E10,167.9,2026-06-09
19,Shell Reddy  Express Singleton (Nsw),"69-73 George St, Singleton NSW 2330",Singleton,2330,Reddy Express,P95,187.4,2026-06-09
19,Shell Reddy  Express Singleton (Nsw),"69-73 George St, Singleton NSW 2330",Singleton,2330,Reddy Express,P98,196.9,2026-06-09
19,Shell Reddy  Express Singleton (Nsw),"69-73 George St, Singleton NSW 2330",Singleton,2330,Reddy Express,U91,169.9,2026-06-09
20,Shell Reddy Express Emerald Beach,"1140-1140A Solitary Islands Way, Emerald Beach NSW 2456",Emerald Beach,2456,Reddy Express,P98,196.9,2026-06-09
20,Shell Reddy Express Emerald Beach,"1140-1140A Solitary Islands Way, Emerald Beach NSW 2456",Emerald Beach,2456,Reddy Express,U91,169.9,2026-06-09
21,Shell Reddy Express Eastern Creek,"611 Great Western Hwy (Cnr Brabham Drv), Eastern Creek NSW 2766",Eastern Creek,2766,Reddy Express,DL,203.9,2026-06-09
21,Shell Reddy Express Eastern Creek,"611 Great Western Hwy (Cnr Brabham Drv), Eastern Creek NSW 2766",Eastern Creek,2766,Reddy Express,E10,165.9,2026-06-09
21,Shell Reddy Express Eastern Creek,"611 Great Western Hwy (Cnr Brabham Drv), Eastern Creek NSW 2766",Eastern Creek,2766,Reddy Express,P95,185.4,2026-06-09
21,Shell Reddy Express Eastern Creek,"611 Great Western Hwy (Cnr Brabham Drv), Eastern Creek NSW 2766",Eastern Creek,2766,Reddy Express,P98,194.9,2026-06-09
21,Shell Reddy Express Eastern Creek,"611 Great Western Hwy (Cnr Brabham Drv), Eastern Creek NSW 2766",Eastern Creek,2766,Reddy Express,U91,167.9,2026-06-09
22,Shell Reddy  Express Gorokan,"67 Wallarah Rd (Cnr Edith St), Gorokan NSW 2263",Gorokan,2263,Reddy Express,DL,205.9,2026-06-09
22,Shell Reddy  Express Gorokan,"67 Wallarah Rd (Cnr Edith St), Gorokan NSW 2263",Gorokan,2263,Reddy Express,P95,187.4,2026-06-09
22,Shell Reddy  Express Gorokan,"67 Wallarah Rd (Cnr Edith St), Gorokan NSW 2263",Gorokan,2263,Reddy Express,P98,196.9,2026-06-09
22,Shell Reddy  Express Gorokan,"67 Wallarah Rd (Cnr Edith St), Gorokan NSW 2263",Gorokan,2263,Reddy Express,U91,169.9,2026-06-09
23,Shell Reddy  Express Lake Munmorah,"260 Pacific Hwy (Cnr Basford Road), Doyalson North NSW 2259",Doyalson North,2259,Reddy Express,DL,207.9,2026-06-09
23,Shell Reddy  Express Lake Munmorah,"260 Pacific Hwy (Cnr Basford Road), Doyalson North NSW 2259",Doyalson North,2259,Reddy Express,E10,161.9,2026-06-09
23,Shell Reddy  Express Lake Munmorah,"260 Pacific Hwy (Cnr Basford Road), Doyalson North NSW 2259",Doyalson North,2259,Reddy Express,P95,181.4,2026-06-09
23,Shell Reddy  Express Lake Munmorah,"260 Pacific Hwy (Cnr Basford Road), Doyalson North NSW 2259",Doyalson North,2259,Reddy Express,P98,190.9,2026-06-09
23,Shell Reddy  Express Lake Munmorah,"260 Pacific Hwy (Cnr Basford Road), Doyalson North NSW 2259",Doyalson North,2259,Reddy Express,U91,163.9,2026-06-09
24,Shell Reddy  Express Woy Woy,"50-52 Ocean Beach Rd (Cnr Rawson St), Woy Woy NSW 2256",Woy Woy,2256,Reddy Express,DL,207.9,2026-06-09
24,Shell Reddy  Express Woy Woy,"50-52 Ocean Beach Rd (Cnr Rawson St), Woy Woy NSW 2256",Woy Woy,2256,Reddy Express,E10,165.9,2026-06-09
24,Shell Reddy  Express Woy Woy,"50-52 Ocean Beach Rd (Cnr Rawson St), Woy Woy NSW 2256",Woy Woy,2256,Reddy Express,P95,185.4,2026-06-09
24,Shell Reddy  Express Woy Woy,"50-52 Ocean Beach Rd (Cnr Rawson St), Woy Woy NSW 2256",Woy Woy,2256,Reddy Express,P98,194.9,2026-06-09
24,Shell Reddy  Express Woy Woy,"50-52 Ocean Beach Rd (Cnr Rawson St), Woy Woy NSW 2256",Woy Woy,2256,Reddy Express,U91,167.9,2026-06-09
26,Shell Reddy Express Gilgandra,"Portion 101 Newell Highway (Cnr Tooraweenah Road), Gilgandra NSW 2827",Gilgandra,2827,Reddy Express,DL,202.9,2026-06-09
26,Shell Reddy Express Gilgandra,"Portion 101 Newell Highway (Cnr Tooraweenah Road), Gilgandra NSW 2827",Gilgandra,2827,Reddy Express,P95,187.4,2026-06-09
26,Shell Reddy Express Gilgandra,"Portion 101 Newell Highway (Cnr Tooraweenah Road), Gilgandra NSW 2827",Gilgandra,2827,Reddy Express,P98,196.9,2026-06-09
26,Shell Reddy Express Gilgandra,"Portion 101 Newell Highway (Cnr Tooraweenah Road), Gilgandra NSW 2827",Gilgandra,2827,Reddy Express,U91,169.9,2026-06-09
27,Shell Reddy  Express Erina,"211 The Entrance Rd (Cnr Bonnal Rd), Erina NSW 2250",Erina,2250,Reddy Express,DL,207.9,2026-06-09
27,Shell Reddy  Express Erina,"211 The Entrance Rd (Cnr Bonnal Rd), Erina NSW 2250",Erina,2250,Reddy Express,E10,167.9,2026-06-09
27,Shell Reddy  Express Erina,"211 The Entrance Rd (Cnr Bonnal Rd), Erina NSW 2250",Erina,2250,Reddy Express,P95,187.4,2026-06-09
27,Shell Reddy  Express Erina,"211 The Entrance Rd (Cnr Bonnal Rd), Erina NSW 2250",Erina,2250,Reddy Express,P98,196.9,2026-06-09
27,Shell Reddy  Express Erina,"211 The Entrance Rd (Cnr Bonnal Rd), Erina NSW 2250",Erina,2250,Reddy Express,U91,169.9,2026-06-09
29,Shell Reddy Express Mittagong,"Old Hume Hwy (Cnr Balaclava St), Mittagong NSW 2575",Mittagong,2575,Reddy Express,DL,207.9,2026-06-09
29,Shell Reddy Express Mittagong,"Old Hume Hwy (Cnr Balaclava St), Mittagong NSW 2575",Mittagong,2575,Reddy Express,E10,167.9,2026-06-09
29,Shell Reddy Express Mittagong,"Old Hume Hwy (Cnr Balaclava St), Mittagong NSW 2575",Mittagong,2575,Reddy Express,P95,187.4,2026-06-09
29,Shell Reddy Express Mittagong,"Old Hume Hwy (Cnr Balaclava St), Mittagong NSW 2575",Mittagong,2575,Reddy Express,P98,196.9,2026-06-09
29,Shell Reddy Express Mittagong,"Old Hume Hwy (Cnr Balaclava St), Mittagong NSW 2575",Mittagong,2575,Reddy Express,U91,169.9,2026-06-09
30,Shell Reddy Express West Dubbo,"Whylandra St & Victoria St, Dubbo NSW 2830",Dubbo,2830,Reddy Express,DL,202.9,2026-06-09
30,Shell Reddy Express West Dubbo,"Whylandra St & Victoria St, Dubbo NSW 2830",Dubbo,2830,Reddy Express,E10,167.9,2026-06-09
30,Shell Reddy Express West Dubbo,"Whylandra St & Victoria St, Dubbo NSW 2830",Dubbo,2830,Reddy Express,P98,196.9,2026-06-09
30,Shell Reddy Express West Dubbo,"Whylandra St & Victoria St, Dubbo NSW 2830",Dubbo,2830,Reddy Express,U91,169.9,2026-06-09
33,Shell Reddy Express Wauchope,"64 High Street, Wauchope NSW 2446",Wauchope,2446,Reddy Express,DL,207.9,2026-06-09
33,Shell Reddy Express Wauchope,"64 High Street, Wauchope NSW 2446",Wauchope,2446,Reddy Express,P95,187.4,2026-06-09
33,Shell Reddy Express Wauchope,"64 High Street, Wauchope NSW 2446",Wauchope,2446,Reddy Express,P98,196.9,2026-06-09
33,Shell Reddy Express Wauchope,"64 High Street, Wauchope NSW 2446",Wauchope,2446,Reddy Express,U91,169.9,2026-06-09
34,Shell Reddy Express Chatswood,"877-879 Pacific Hwy, Chatswood NSW 2067",Chatswood,2067,Reddy Express,DL,203.9,2026-06-09
34,Shell Reddy Express Chatswood,"877-879 Pacific Hwy, Chatswood NSW 2067",Chatswood,2067,Reddy Express,E10,163.9,2026-06-09
34,Shell Reddy Express Chatswood,"877-879 Pacific Hwy, Chatswood NSW 2067",Chatswood,2067,Reddy Express,P95,183.4,2026-06-09
34,Shell Reddy Express Chatswood,"877-879 Pacific Hwy, Chatswood NSW 2067",Chatswood,2067,Reddy Express,P98,192.9,2026-06-09
34,Shell Reddy Express Chatswood,"877-879 Pacific Hwy, Chatswood NSW 2067",Chatswood,2067,Reddy Express,U91,165.9,2026-06-09
35,Shell Reddy Express Parklea,"484 Sunnyholt Road, Parklea NSW 2768",Parklea,2768,Reddy Express,DL,203.9,2026-06-09
35,Shell Reddy Express Parklea,"484 Sunnyholt Road, Parklea NSW 2768",Parklea,2768,Reddy Express,E10,163.9,2026-06-09
35,Shell Reddy Express Parklea,"484 Sunnyholt Road, Parklea NSW 2768",Parklea,2768,Reddy Express,P95,181.4,2026-06-09
35,Shell Reddy Express Parklea,"484 Sunnyholt Road, Parklea NSW 2768",Parklea,2768,Reddy Express,P98,190.9,2026-06-09
35,Shell Reddy Express Parklea,"484 Sunnyholt Road, Parklea NSW 2768",Parklea,2768,Reddy Express,PDL,207.9,2026-06-09
36,Shell Reddy Express Brighton-Le-Sands,"2-6 General Holmes Drive, Brighton-Le-Sands NSW 2216",Brighton-Le-Sands,2216,Reddy Express,DL,203.9,2026-06-09
36,Shell Reddy Express Brighton-Le-Sands,"2-6 General Holmes Drive, Brighton-Le-Sands NSW 2216",Brighton-Le-Sands,2216,Reddy Express,E10,159.9,2026-06-09
36,Shell Reddy Express Brighton-Le-Sands,"2-6 General Holmes Drive, Brighton-Le-Sands NSW 2216",Brighton-Le-Sands,2216,Reddy Express,P98,186.9,2026-06-09
36,Shell Reddy Express Brighton-Le-Sands,"2-6 General Holmes Drive, Brighton-Le-Sands NSW 2216",Brighton-Le-Sands,2216,Reddy Express,PDL,207.9,2026-06-09
37,Shell Reddy Express Toronto,"133-137 Cary St, Toronto NSW 2283",Toronto,2283,Reddy Express,DL,207.9,2026-06-09
37,Shell Reddy Express Toronto,"133-137 Cary St, Toronto NSW 2283",Toronto,2283,Reddy Express,E10,167.9,2026-06-09
37,Shell Reddy Express Toronto,"133-137 Cary St, Toronto NSW 2283",Toronto,2283,Reddy Express,P95,185.4,2026-06-09
37,Shell Reddy Express Toronto,"133-137 Cary St, Toronto NSW 2283",Toronto,2283,Reddy Express,P98,194.9,2026-06-09
39,Shell Reddy Express Sutton Forest,"13125 Hume Highway (Cnr Sally Corner Rd), Sutton Forest NSW 2577",Sutton Forest,2577,Reddy Express,DL,203.9,2026-06-09
39,Shell Reddy Express Sutton Forest,"13125 Hume Highway (Cnr Sally Corner Rd), Sutton Forest NSW 2577",Sutton Forest,2577,Reddy Express,E10,163.9,2026-06-09
39,Shell Reddy Express Sutton Forest,"13125 Hume Highway (Cnr Sally Corner Rd), Sutton Forest NSW 2577",Sutton Forest,2577,Reddy Express,P98,192.9,2026-06-09
39,Shell Reddy Express Sutton Forest,"13125 Hume Highway (Cnr Sally Corner Rd), Sutton Forest NSW 2577",Sutton Forest,2577,Reddy Express,PDL,207.9,2026-06-09
39,Shell Reddy Express Sutton Forest,"13125 Hume Highway (Cnr Sally Corner Rd), Sutton Forest NSW 2577",Sutton Forest,2577,Reddy Express,U91,165.9,2026-06-09
40,Shell Reddy Express Oak Flats,"Lot 2 Lake Entrance Road, Oak Flats NSW 2529",Oak Flats,2529,Reddy Express,DL,207.9,2026-06-09
40,Shell Reddy Express Oak Flats,"Lot 2 Lake Entrance Road, Oak Flats NSW 2529",Oak Flats,2529,Reddy Express,E10,167.9,2026-06-09
40,Shell Reddy Express Oak Flats,"Lot 2 Lake Entrance Road, Oak Flats NSW 2529",Oak Flats,2529,Reddy Express,P95,185.4,2026-06-09
40,Shell Reddy Express Oak Flats,"Lot 2 Lake Entrance Road, Oak Flats NSW 2529",Oak Flats,2529,Reddy Express,P98,194.9,2026-06-09
41,Shell Reddy  Express Kincumber,"Avoca Dr & Bungoona St, Kincumber NSW 2251",Kincumber,2251,Reddy Express,DL,205.9,2026-06-09
41,Shell Reddy  Express Kincumber,"Avoca Dr & Bungoona St, Kincumber NSW 2251",Kincumber,2251,Reddy Express,E10,165.9,2026-06-09
41,Shell Reddy  Express Kincumber,"Avoca Dr & Bungoona St, Kincumber NSW 2251",Kincumber,2251,Reddy Express,P98,194.9,2026-06-09
41,Shell Reddy  Express Kincumber,"Avoca Dr & Bungoona St, Kincumber NSW 2251",Kincumber,2251,Reddy Express,PDL,209.9,2026-06-09
41,Shell Reddy  Express Kincumber,"Avoca Dr & Bungoona St, Kincumber NSW 2251",Kincumber,2251,Reddy Express,U91,167.9,2026-06-09
42,Shell Reddy Express Sutton Forest,"13124 Hume Highway, Sutton Forest NSW 2577",Sutton Forest,2577,Reddy Express,DL,203.9,2026-06-09
42,Shell Reddy Express Sutton Forest,"13124 Hume Highway, Sutton Forest NSW 2577",Sutton Forest,2577,Reddy Express,E10,163.9,2026-06-09
42,Shell Reddy Express Sutton Forest,"13124 Hume Highway, Sutton Forest NSW 2577",Sutton Forest,2577,Reddy Express,EV,0.0,2026-06-09
42,Shell Reddy Express Sutton Forest,"13124 Hume Highway, Sutton Forest NSW 2577",Sutton Forest,2577,Reddy Express,P98,192.9,2026-06-09
42,Shell Reddy Express Sutton Forest,"13124 Hume Highway, Sutton Forest NSW 2577",Sutton Forest,2577,Reddy Express,PDL,207.9,2026-06-09
42,Shell Reddy Express Sutton Forest,"13124 Hume Highway, Sutton Forest NSW 2577",Sutton Forest,2577,Reddy Express,U91,165.9,2026-06-09
43,Shell Reddy Express Wetherill Park Elizabeth,"37  Elizabeth St (Cnr Victoria  St), Wetherill Park NSW 2164",Wetherill Park,2164,Reddy Express,DL,203.9,2026-06-09
43,Shell Reddy Express Wetherill Park Elizabeth,"37  Elizabeth St (Cnr Victoria  St), Wetherill Park NSW 2164",Wetherill Park,2164,Reddy Express,E10,165.9,2026-06-09
43,Shell Reddy Express Wetherill Park Elizabeth,"37  Elizabeth St (Cnr Victoria  St), Wetherill Park NSW 2164",Wetherill Park,2164,Reddy Express,P95,183.4,2026-06-09
43,Shell Reddy Express Wetherill Park Elizabeth,"37  Elizabeth St (Cnr Victoria  St), Wetherill Park NSW 2164",Wetherill Park,2164,Reddy Express,P98,192.9,2026-06-09
44,Shell Reddy Express Berkshire Park,"746-752 Richmond Road, Berkshire Park NSW 2765",Berkshire Park,2765,Reddy Express,E10,163.9,2026-06-09
44,Shell Reddy Express Berkshire Park,"746-752 Richmond Road, Berkshire Park NSW 2765",Berkshire Park,2765,Reddy Express,P95,183.4,2026-06-09
44,Shell Reddy Express Berkshire Park,"746-752 Richmond Road, Berkshire Park NSW 2765",Berkshire Park,2765,Reddy Express,P98,192.9,2026-06-09
44,Shell Reddy Express Berkshire Park,"746-752 Richmond Road, Berkshire Park NSW 2765",Berkshire Park,2765,Reddy Express,PDL,203.9,2026-06-09
44,Shell Reddy Express Berkshire Park,"746-752 Richmond Road, Berkshire Park NSW 2765",Berkshire Park,2765,Reddy Express,U91,165.9,2026-06-09
45,Shell Reddy Express Enfield,"630-634 Liverpool Road, Strathfield South NSW 2136",Strathfield South,2136,Reddy Express,DL,203.9,2026-06-09
45,Shell Reddy Express Enfield,"630-634 Liverpool Road, Strathfield South NSW 2136",Strathfield South,2136,Reddy Express,E10,163.9,2026-06-09
45,Shell Reddy Express Enfield,"630-634 Liverpool Road, Strathfield South NSW 2136",Strathfield South,2136,Reddy Express,P95,183.4,2026-06-09
45,Shell Reddy Express Enfield,"630-634 Liverpool Road, Strathfield South NSW 2136",Strathfield South,2136,Reddy Express,P98,192.9,2026-06-09
45,Shell Reddy Express Enfield,"630-634 Liverpool Road, Strathfield South NSW 2136",Strathfield South,2136,Reddy Express,U91,165.9,2026-06-09
46,Shell Reddy  Express Merewether,"87 Llewellyn St (Cnr Glebe Rd), Merewether NSW 2291",Merewether,2291,Reddy Express,DL,197.9,2026-06-09
46,Shell Reddy  Express Merewether,"87 Llewellyn St (Cnr Glebe Rd), Merewether NSW 2291",Merewether,2291,Reddy Express,E10,167.9,2026-06-09
46,Shell Reddy  Express Merewether,"87 Llewellyn St (Cnr Glebe Rd), Merewether NSW 2291",Merewether,2291,Reddy Express,P95,185.4,2026-06-09
46,Shell Reddy  Express Merewether,"87 Llewellyn St (Cnr Glebe Rd), Merewether NSW 2291",Merewether,2291,Reddy Express,P98,194.9,2026-06-09
47,Shell Reddy Express Carlton,"277-281 Princes Highway, Carlton NSW 2218",Carlton,2218,Reddy Express,DL,203.9,2026-06-09
47,Shell Reddy Express Carlton,"277-281 Princes Highway, Carlton NSW 2218",Carlton,2218,Reddy Express,P98,188.9,2026-06-09
47,Shell Reddy Express Carlton,"277-281 Princes Highway, Carlton NSW 2218",Carlton,2218,Reddy Express,U91,161.9,2026-06-09
48,Shell Reddy Express Dural,"592-596 Old Northern Rd, Dural NSW 2158",Dural,2158,Reddy Express,DL,203.9,2026-06-09
48,Shell Reddy Express Dural,"592-596 Old Northern Rd, Dural NSW 2158",Dural,2158,Reddy Express,E10,163.9,2026-06-09
48,Shell Reddy Express Dural,"592-596 Old Northern Rd, Dural NSW 2158",Dural,2158,Reddy Express,P95,183.4,2026-06-09
48,Shell Reddy Express Dural,"592-596 Old Northern Rd, Dural NSW 2158",Dural,2158,Reddy Express,P98,192.9,2026-06-09
48,Shell Reddy Express Dural,"592-596 Old Northern Rd, Dural NSW 2158",Dural,2158,Reddy Express,U91,165.9,2026-06-09
49,Shell Reddy Express Cabramatta,"218 John St (Cnr Cumberland Hwy), Cabramatta NSW 2166",Cabramatta,2166,Reddy Express,DL,194.9,2026-06-09
